"12812: Kommunestyre- og fylkestingsvalget. Valgdeltakelse (prosent), etter region, alder, utdanningsnivå, statistikkvariabel, fireårlig og kjønn"

"region";"alder";"utdanningsnivå";"Valgdeltakelse 2019 Menn";"Valgdeltakelse 2019 Kvinner"
"4616 Tysnes";"18-19 år";"Universitets- og høgskolenivå";.;.
"4616 Tysnes";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"4616 Tysnes";"20-24 år";"Utdanningsnivå i alt";39.8;51.3
"4616 Tysnes";"20-24 år";"Grunnskolenivå";42.4;52.6
"4616 Tysnes";"20-24 år";"Videregående skolenivå";36.4;49.1
"4616 Tysnes";"20-24 år";"Universitets- og høgskolenivå";:;:
"4616 Tysnes";"20-24 år";"Uoppgitt eller ingen fullført utdanning";100.0;..
"4616 Tysnes";"25-44 år";"Utdanningsnivå i alt";57.5;71.6
"4616 Tysnes";"25-44 år";"Grunnskolenivå";36.5;56.6
"4616 Tysnes";"25-44 år";"Videregående skolenivå";64.4;75.6
"4616 Tysnes";"25-44 år";"Universitets- og høgskolenivå";71.7;80.3
"4616 Tysnes";"25-44 år";"Uoppgitt eller ingen fullført utdanning";31.6;33.3
"4616 Tysnes";"45-66 år";"Utdanningsnivå i alt";74.3;82.0
"4616 Tysnes";"45-66 år";"Grunnskolenivå";58.9;81.1
"4616 Tysnes";"45-66 år";"Videregående skolenivå";77.5;82.7
"4616 Tysnes";"45-66 år";"Universitets- og høgskolenivå";84.4;85.3
"4616 Tysnes";"45-66 år";"Uoppgitt eller ingen fullført utdanning";9.1;33.3
"4616 Tysnes";"67-79 år";"Utdanningsnivå i alt";84.7;87.5
"4616 Tysnes";"67-79 år";"Grunnskolenivå";75.0;88.9
"4616 Tysnes";"67-79 år";"Videregående skolenivå";84.2;84.5
"4616 Tysnes";"67-79 år";"Universitets- og høgskolenivå";93.0;95.5
"4616 Tysnes";"67-79 år";"Uoppgitt eller ingen fullført utdanning";100.0;50.0
"4616 Tysnes";"80 år eller eldre";"Utdanningsnivå i alt";65.9;58.6
"4616 Tysnes";"80 år eller eldre";"Grunnskolenivå";62.2;47.8
"4616 Tysnes";"80 år eller eldre";"Videregående skolenivå";64.7;69.1
"4616 Tysnes";"80 år eller eldre";"Universitets- og høgskolenivå";90.9;57.1
"4616 Tysnes";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";33.3;..
"4617 Kvinnherad";"Alder i alt";"Utdanningsnivå i alt";59.5;66.2
"4617 Kvinnherad";"Alder i alt";"Grunnskolenivå";45.2;52.8
"4617 Kvinnherad";"Alder i alt";"Videregående skolenivå";61.7;68.5
"4617 Kvinnherad";"Alder i alt";"Universitets- og høgskolenivå";77.8;78.1
"4617 Kvinnherad";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";20.1;21.3
"4617 Kvinnherad";"18-19 år";"Utdanningsnivå i alt";48.0;61.5
"4617 Kvinnherad";"18-19 år";"Grunnskolenivå";48.2;61.3
"4617 Kvinnherad";"18-19 år";"Videregående skolenivå";.;100.0
"4617 Kvinnherad";"18-19 år";"Universitets- og høgskolenivå";.;.
"4617 Kvinnherad";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;.
"4617 Kvinnherad";"20-24 år";"Utdanningsnivå i alt";30.4;50.4
"4617 Kvinnherad";"20-24 år";"Grunnskolenivå";24.0;33.0
"4617 Kvinnherad";"20-24 år";"Videregående skolenivå";32.0;58.0
"4617 Kvinnherad";"20-24 år";"Universitets- og høgskolenivå";:;:
"4617 Kvinnherad";"20-24 år";"Uoppgitt eller ingen fullført utdanning";100.0;..
"4617 Kvinnherad";"25-44 år";"Utdanningsnivå i alt";48.6;59.7
"4617 Kvinnherad";"25-44 år";"Grunnskolenivå";35.7;41.8
"4617 Kvinnherad";"25-44 år";"Videregående skolenivå";48.7;54.6
"4617 Kvinnherad";"25-44 år";"Universitets- og høgskolenivå";67.9;73.0
"4617 Kvinnherad";"25-44 år";"Uoppgitt eller ingen fullført utdanning";19.5;26.5
"4617 Kvinnherad";"45-66 år";"Utdanningsnivå i alt";64.4;73.9
"4617 Kvinnherad";"45-66 år";"Grunnskolenivå";51.0;63.8
"4617 Kvinnherad";"45-66 år";"Videregående skolenivå";65.6;74.3
"4617 Kvinnherad";"45-66 år";"Universitets- og høgskolenivå";79.1;82.8
"4617 Kvinnherad";"45-66 år";"Uoppgitt eller ingen fullført utdanning";16.7;18.2
"4617 Kvinnherad";"67-79 år";"Utdanningsnivå i alt";79.8;77.8
"4617 Kvinnherad";"67-79 år";"Grunnskolenivå";58.7;66.5
"4617 Kvinnherad";"67-79 år";"Videregående skolenivå";83.1;80.0
"4617 Kvinnherad";"67-79 år";"Universitets- og høgskolenivå";91.8;88.3
"4617 Kvinnherad";"67-79 år";"Uoppgitt eller ingen fullført utdanning";44.4;25.0
"4617 Kvinnherad";"80 år eller eldre";"Utdanningsnivå i alt";66.8;48.2
"4617 Kvinnherad";"80 år eller eldre";"Grunnskolenivå";55.1;32.0
"4617 Kvinnherad";"80 år eller eldre";"Videregående skolenivå";70.9;58.2
"4617 Kvinnherad";"80 år eller eldre";"Universitets- og høgskolenivå";83.3;79.0
"4617 Kvinnherad";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;..
"4618 Ullensvang";"Alder i alt";"Utdanningsnivå i alt";67.7;72.5
"4618 Ullensvang";"Alder i alt";"Grunnskolenivå";55.4;56.7
"4618 Ullensvang";"Alder i alt";"Videregående skolenivå";70.7;76.0
"4618 Ullensvang";"Alder i alt";"Universitets- og høgskolenivå";79.6;82.7
"4618 Ullensvang";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";15.9;31.3
"4618 Ullensvang";"18-19 år";"Utdanningsnivå i alt";51.5;51.1
"4618 Ullensvang";"18-19 år";"Grunnskolenivå";51.9;51.2
"4618 Ullensvang";"18-19 år";"Videregående skolenivå";.;.
"4618 Ullensvang";"18-19 år";"Universitets- og høgskolenivå";.;.
"4618 Ullensvang";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;50.0
"4618 Ullensvang";"20-24 år";"Utdanningsnivå i alt";44.0;56.6
"4618 Ullensvang";"20-24 år";"Grunnskolenivå";37.5;36.7
"4618 Ullensvang";"20-24 år";"Videregående skolenivå";47.5;60.2
"4618 Ullensvang";"20-24 år";"Universitets- og høgskolenivå";:;:
"4618 Ullensvang";"20-24 år";"Uoppgitt eller ingen fullført utdanning";25.0;..
"4618 Ullensvang";"25-44 år";"Utdanningsnivå i alt";56.6;64.7
"4618 Ullensvang";"25-44 år";"Grunnskolenivå";46.8;38.9
"4618 Ullensvang";"25-44 år";"Videregående skolenivå";58.9;63.8
"4618 Ullensvang";"25-44 år";"Universitets- og høgskolenivå";71.1;78.1
"4618 Ullensvang";"25-44 år";"Uoppgitt eller ingen fullført utdanning";8.0;28.1
"4618 Ullensvang";"45-66 år";"Utdanningsnivå i alt";74.6;80.6
"4618 Ullensvang";"45-66 år";"Grunnskolenivå";63.6;66.8
"4618 Ullensvang";"45-66 år";"Videregående skolenivå";75.6;82.1
"4618 Ullensvang";"45-66 år";"Universitets- og høgskolenivå";85.2;88.7
"4618 Ullensvang";"45-66 år";"Uoppgitt eller ingen fullført utdanning";21.4;30.3
"4618 Ullensvang";"67-79 år";"Utdanningsnivå i alt";80.2;81.9
"4618 Ullensvang";"67-79 år";"Grunnskolenivå";69.1;66.1
"4618 Ullensvang";"67-79 år";"Videregående skolenivå";81.6;86.3
"4618 Ullensvang";"67-79 år";"Universitets- og høgskolenivå";87.3;87.0
"4618 Ullensvang";"67-79 år";"Uoppgitt eller ingen fullført utdanning";57.1;80.0
"4618 Ullensvang";"80 år eller eldre";"Utdanningsnivå i alt";74.1;65.2
"4618 Ullensvang";"80 år eller eldre";"Grunnskolenivå";64.8;58.7
"4618 Ullensvang";"80 år eller eldre";"Videregående skolenivå";78.1;67.3
"4618 Ullensvang";"80 år eller eldre";"Universitets- og høgskolenivå";74.5;73.6
"4618 Ullensvang";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";33.3;100.0
"4619 Eidfjord";"Alder i alt";"Utdanningsnivå i alt";69.5;75.8
"4619 Eidfjord";"Alder i alt";"Grunnskolenivå";:;:
"4619 Eidfjord";"Alder i alt";"Videregående skolenivå";:;:
"4619 Eidfjord";"Alder i alt";"Universitets- og høgskolenivå";:;:
"4619 Eidfjord";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";:;:
"4619 Eidfjord";"18-19 år";"Utdanningsnivå i alt";:;:
"4619 Eidfjord";"18-19 år";"Grunnskolenivå";:;:
"4619 Eidfjord";"18-19 år";"Videregående skolenivå";.;.
"4619 Eidfjord";"18-19 år";"Universitets- og høgskolenivå";.;.
"4619 Eidfjord";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"4619 Eidfjord";"20-24 år";"Utdanningsnivå i alt";:;:
"4619 Eidfjord";"20-24 år";"Grunnskolenivå";:;:
"4619 Eidfjord";"20-24 år";"Videregående skolenivå";:;:
"4619 Eidfjord";"20-24 år";"Universitets- og høgskolenivå";:;:
"4619 Eidfjord";"20-24 år";"Uoppgitt eller ingen fullført utdanning";.;.
"4619 Eidfjord";"25-44 år";"Utdanningsnivå i alt";:;:
"4619 Eidfjord";"25-44 år";"Grunnskolenivå";:;:
"4619 Eidfjord";"25-44 år";"Videregående skolenivå";:;:
"4619 Eidfjord";"25-44 år";"Universitets- og høgskolenivå";:;:
"4619 Eidfjord";"25-44 år";"Uoppgitt eller ingen fullført utdanning";:;:
"4619 Eidfjord";"45-66 år";"Utdanningsnivå i alt";:;:
"4619 Eidfjord";"45-66 år";"Grunnskolenivå";:;:
"4619 Eidfjord";"45-66 år";"Videregående skolenivå";:;:
"4619 Eidfjord";"45-66 år";"Universitets- og høgskolenivå";:;:
"4619 Eidfjord";"45-66 år";"Uoppgitt eller ingen fullført utdanning";:;:
"4619 Eidfjord";"67-79 år";"Utdanningsnivå i alt";:;:
"4619 Eidfjord";"67-79 år";"Grunnskolenivå";:;:
"4619 Eidfjord";"67-79 år";"Videregående skolenivå";:;:
"4619 Eidfjord";"67-79 år";"Universitets- og høgskolenivå";:;:
"4619 Eidfjord";"67-79 år";"Uoppgitt eller ingen fullført utdanning";.;.
"4619 Eidfjord";"80 år eller eldre";"Utdanningsnivå i alt";:;:
"4619 Eidfjord";"80 år eller eldre";"Grunnskolenivå";:;:
"4619 Eidfjord";"80 år eller eldre";"Videregående skolenivå";:;:
"4619 Eidfjord";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"4619 Eidfjord";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;:
"4620 Ulvik";"Alder i alt";"Utdanningsnivå i alt";73.3;80.0
"4620 Ulvik";"Alder i alt";"Grunnskolenivå";:;:
"4620 Ulvik";"Alder i alt";"Videregående skolenivå";:;:
"4620 Ulvik";"Alder i alt";"Universitets- og høgskolenivå";:;:
"4620 Ulvik";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";:;:
"4620 Ulvik";"18-19 år";"Utdanningsnivå i alt";:;:
"4620 Ulvik";"18-19 år";"Grunnskolenivå";:;:
"4620 Ulvik";"18-19 år";"Videregående skolenivå";.;.
"4620 Ulvik";"18-19 år";"Universitets- og høgskolenivå";.;.
"4620 Ulvik";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;:
"4620 Ulvik";"20-24 år";"Utdanningsnivå i alt";:;:
"4620 Ulvik";"20-24 år";"Grunnskolenivå";:;:
"4620 Ulvik";"20-24 år";"Videregående skolenivå";:;:
"4620 Ulvik";"20-24 år";"Universitets- og høgskolenivå";:;:
"4620 Ulvik";"20-24 år";"Uoppgitt eller ingen fullført utdanning";:;:
"4620 Ulvik";"25-44 år";"Utdanningsnivå i alt";:;:
"4620 Ulvik";"25-44 år";"Grunnskolenivå";:;:
"4620 Ulvik";"25-44 år";"Videregående skolenivå";:;:
"4620 Ulvik";"25-44 år";"Universitets- og høgskolenivå";:;:
"4620 Ulvik";"25-44 år";"Uoppgitt eller ingen fullført utdanning";:;:
"4620 Ulvik";"45-66 år";"Utdanningsnivå i alt";:;:
"4620 Ulvik";"45-66 år";"Grunnskolenivå";:;:
"4620 Ulvik";"45-66 år";"Videregående skolenivå";:;:
"4620 Ulvik";"45-66 år";"Universitets- og høgskolenivå";:;:
"4620 Ulvik";"45-66 år";"Uoppgitt eller ingen fullført utdanning";:;:
"4620 Ulvik";"67-79 år";"Utdanningsnivå i alt";:;:
"4620 Ulvik";"67-79 år";"Grunnskolenivå";:;:
"4620 Ulvik";"67-79 år";"Videregående skolenivå";:;:
"4620 Ulvik";"67-79 år";"Universitets- og høgskolenivå";:;:
"4620 Ulvik";"67-79 år";"Uoppgitt eller ingen fullført utdanning";:;.
"4620 Ulvik";"80 år eller eldre";"Utdanningsnivå i alt";:;:
"4620 Ulvik";"80 år eller eldre";"Grunnskolenivå";:;:
"4620 Ulvik";"80 år eller eldre";"Videregående skolenivå";:;:
"4620 Ulvik";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"4620 Ulvik";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";:;.
"4621 Voss";"Alder i alt";"Utdanningsnivå i alt";64.1;71.9
"4621 Voss";"Alder i alt";"Grunnskolenivå";50.2;54.9
"4621 Voss";"Alder i alt";"Videregående skolenivå";64.6;72.6
"4621 Voss";"Alder i alt";"Universitets- og høgskolenivå";82.3;83.9
"4621 Voss";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";26.3;28.6
"4621 Voss";"18-19 år";"Utdanningsnivå i alt";55.2;64.5
"4621 Voss";"18-19 år";"Grunnskolenivå";55.7;65.5
"4621 Voss";"18-19 år";"Videregående skolenivå";.;.
"4621 Voss";"18-19 år";"Universitets- og høgskolenivå";.;.
"4621 Voss";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;..
"4621 Voss";"20-24 år";"Utdanningsnivå i alt";37.6;54.3
"4621 Voss";"20-24 år";"Grunnskolenivå";30.7;33.8
"4621 Voss";"20-24 år";"Videregående skolenivå";41.5;54.2
"4621 Voss";"20-24 år";"Universitets- og høgskolenivå";:;:
"4621 Voss";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;33.3
"4621 Voss";"25-44 år";"Utdanningsnivå i alt";53.6;67.1
"4621 Voss";"25-44 år";"Grunnskolenivå";38.5;44.8
"4621 Voss";"25-44 år";"Videregående skolenivå";50.8;62.3
"4621 Voss";"25-44 år";"Universitets- og høgskolenivå";76.6;78.7
"4621 Voss";"25-44 år";"Uoppgitt eller ingen fullført utdanning";27.0;31.9
"4621 Voss";"45-66 år";"Utdanningsnivå i alt";71.5;79.0
"4621 Voss";"45-66 år";"Grunnskolenivå";58.4;57.8
"4621 Voss";"45-66 år";"Videregående skolenivå";70.7;78.9
"4621 Voss";"45-66 år";"Universitets- og høgskolenivå";85.6;88.9
"4621 Voss";"45-66 år";"Uoppgitt eller ingen fullført utdanning";27.9;23.7
"4621 Voss";"67-79 år";"Utdanningsnivå i alt";78.9;82.2
"4621 Voss";"67-79 år";"Grunnskolenivå";61.3;65.5
"4621 Voss";"67-79 år";"Videregående skolenivå";79.9;83.4
"4621 Voss";"67-79 år";"Universitets- og høgskolenivå";90.5;91.8
"4621 Voss";"67-79 år";"Uoppgitt eller ingen fullført utdanning";33.3;40.0
"4621 Voss";"80 år eller eldre";"Utdanningsnivå i alt";70.3;60.5
"4621 Voss";"80 år eller eldre";"Grunnskolenivå";56.4;51.6
"4621 Voss";"80 år eller eldre";"Videregående skolenivå";75.6;64.4
"4621 Voss";"80 år eller eldre";"Universitets- og høgskolenivå";80.9;75.9
"4621 Voss";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";25.0;..
"4622 Kvam";"Alder i alt";"Utdanningsnivå i alt";65.9;73.6
"4622 Kvam";"Alder i alt";"Grunnskolenivå";53.4;62.6
"4622 Kvam";"Alder i alt";"Videregående skolenivå";68.3;75.0
"4622 Kvam";"Alder i alt";"Universitets- og høgskolenivå";81.2;82.9
"4622 Kvam";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";10.7;21.5
"4622 Kvam";"18-19 år";"Utdanningsnivå i alt";55.1;67.9
"4622 Kvam";"18-19 år";"Grunnskolenivå";55.1;67.9
"4622 Kvam";"18-19 år";"Videregående skolenivå";.;.
"4622 Kvam";"18-19 år";"Universitets- og høgskolenivå";.;.
"4622 Kvam";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"4622 Kvam";"20-24 år";"Utdanningsnivå i alt";36.2;55.4
"4622 Kvam";"20-24 år";"Grunnskolenivå";27.2;35.5
"4622 Kvam";"20-24 år";"Videregående skolenivå";39.6;58.2
"4622 Kvam";"20-24 år";"Universitets- og høgskolenivå";:;:
"4622 Kvam";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;25.0
"4622 Kvam";"25-44 år";"Utdanningsnivå i alt";55.5;69.4
"4622 Kvam";"25-44 år";"Grunnskolenivå";38.9;59.9
"4622 Kvam";"25-44 år";"Videregående skolenivå";58.2;70.3
"4622 Kvam";"25-44 år";"Universitets- og høgskolenivå";74.3;78.8
"4622 Kvam";"25-44 år";"Uoppgitt eller ingen fullført utdanning";6.3;14.8
"4622 Kvam";"45-66 år";"Utdanningsnivå i alt";72.9;80.3
"4622 Kvam";"45-66 år";"Grunnskolenivå";62.6;68.1
"4622 Kvam";"45-66 år";"Videregående skolenivå";73.6;79.3
"4622 Kvam";"45-66 år";"Universitets- og høgskolenivå";86.1;89.5
"4622 Kvam";"45-66 år";"Uoppgitt eller ingen fullført utdanning";18.0;36.9
"4622 Kvam";"67-79 år";"Utdanningsnivå i alt";81.8;83.8
"4622 Kvam";"67-79 år";"Grunnskolenivå";70.9;72.5
"4622 Kvam";"67-79 år";"Videregående skolenivå";81.6;84.9
"4622 Kvam";"67-79 år";"Universitets- og høgskolenivå";91.3;89.9
"4622 Kvam";"67-79 år";"Uoppgitt eller ingen fullført utdanning";25.0;50.0
"4622 Kvam";"80 år eller eldre";"Utdanningsnivå i alt";68.9;59.0
"4622 Kvam";"80 år eller eldre";"Grunnskolenivå";67.2;50.9
"4622 Kvam";"80 år eller eldre";"Videregående skolenivå";70.2;63.7
"4622 Kvam";"80 år eller eldre";"Universitets- og høgskolenivå";77.5;64.2
"4622 Kvam";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;..
"4623 Samnanger";"Alder i alt";"Utdanningsnivå i alt";65.5;72.6
"4623 Samnanger";"Alder i alt";"Grunnskolenivå";50.0;60.6
"4623 Samnanger";"Alder i alt";"Videregående skolenivå";71.5;74.0
"4623 Samnanger";"Alder i alt";"Universitets- og høgskolenivå";76.9;83.6
"4623 Samnanger";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";20.2;39.2
"4623 Samnanger";"18-19 år";"Utdanningsnivå i alt";61.4;54.6
"4623 Samnanger";"18-19 år";"Grunnskolenivå";61.4;54.6
"4623 Samnanger";"18-19 år";"Videregående skolenivå";.;.
"4623 Samnanger";"18-19 år";"Universitets- og høgskolenivå";.;.
"4623 Samnanger";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"4623 Samnanger";"20-24 år";"Utdanningsnivå i alt";55.4;67.2
"4623 Samnanger";"20-24 år";"Grunnskolenivå";42.7;75.7
"4623 Samnanger";"20-24 år";"Videregående skolenivå";60.1;57.2
"4623 Samnanger";"20-24 år";"Universitets- og høgskolenivå";:;:
"4623 Samnanger";"20-24 år";"Uoppgitt eller ingen fullført utdanning";.;..
"4623 Samnanger";"25-44 år";"Utdanningsnivå i alt";51.3;63.5
"4623 Samnanger";"25-44 år";"Grunnskolenivå";32.4;35.0
"4623 Samnanger";"25-44 år";"Videregående skolenivå";58.4;59.4
"4623 Samnanger";"25-44 år";"Universitets- og høgskolenivå";67.8;78.8
"4623 Samnanger";"25-44 år";"Uoppgitt eller ingen fullført utdanning";4.4;56.0
"4623 Samnanger";"45-66 år";"Utdanningsnivå i alt";70.3;79.9
"4623 Samnanger";"45-66 år";"Grunnskolenivå";46.8;71.1
"4623 Samnanger";"45-66 år";"Videregående skolenivå";75.7;81.1
"4623 Samnanger";"45-66 år";"Universitets- og høgskolenivå";81.2;86.9
"4623 Samnanger";"45-66 år";"Uoppgitt eller ingen fullført utdanning";44.1;28.8
"4623 Samnanger";"67-79 år";"Utdanningsnivå i alt";83.6;80.3
"4623 Samnanger";"67-79 år";"Grunnskolenivå";67.2;73.7
"4623 Samnanger";"67-79 år";"Videregående skolenivå";88.4;79.7
"4623 Samnanger";"67-79 år";"Universitets- og høgskolenivå";89.3;100.9
"4623 Samnanger";"67-79 år";"Uoppgitt eller ingen fullført utdanning";.;.
"4623 Samnanger";"80 år eller eldre";"Utdanningsnivå i alt";62.8;65.7
"4623 Samnanger";"80 år eller eldre";"Grunnskolenivå";71.2;58.3
"4623 Samnanger";"80 år eller eldre";"Videregående skolenivå";63.7;77.1
"4623 Samnanger";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"4623 Samnanger";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;..
"4624 Bjørnafjorden";"Alder i alt";"Utdanningsnivå i alt";69.0;74.2
"4624 Bjørnafjorden";"Alder i alt";"Grunnskolenivå";56.1;62.5
"4624 Bjørnafjorden";"Alder i alt";"Videregående skolenivå";73.3;76.9
"4624 Bjørnafjorden";"Alder i alt";"Universitets- og høgskolenivå";83.4;84.2
"4624 Bjørnafjorden";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";14.1;24.9
"4624 Bjørnafjorden";"18-19 år";"Utdanningsnivå i alt";64.2;71.8
"4624 Bjørnafjorden";"18-19 år";"Grunnskolenivå";64.3;72.1
"4624 Bjørnafjorden";"18-19 år";"Videregående skolenivå";.;.
"4624 Bjørnafjorden";"18-19 år";"Universitets- og høgskolenivå";.;.
"4624 Bjørnafjorden";"18-19 år";"Uoppgitt eller ingen fullført utdanning";50.0;33.3
"4624 Bjørnafjorden";"20-24 år";"Utdanningsnivå i alt";48.9;60.7
"4624 Bjørnafjorden";"20-24 år";"Grunnskolenivå";41.0;52.9
"4624 Bjørnafjorden";"20-24 år";"Videregående skolenivå";53.9;62.9
"4624 Bjørnafjorden";"20-24 år";"Universitets- og høgskolenivå";:;:
"4624 Bjørnafjorden";"20-24 år";"Uoppgitt eller ingen fullført utdanning";14.3;22.2
"4624 Bjørnafjorden";"25-44 år";"Utdanningsnivå i alt";58.6;67.9
"4624 Bjørnafjorden";"25-44 år";"Grunnskolenivå";41.1;52.4
"4624 Bjørnafjorden";"25-44 år";"Videregående skolenivå";64.2;68.2
"4624 Bjørnafjorden";"25-44 år";"Universitets- og høgskolenivå";74.7;79.7
"4624 Bjørnafjorden";"25-44 år";"Uoppgitt eller ingen fullført utdanning";12.1;20.8
"4624 Bjørnafjorden";"45-66 år";"Utdanningsnivå i alt";75.9;82.2
"4624 Bjørnafjorden";"45-66 år";"Grunnskolenivå";65.8;67.1
"4624 Bjørnafjorden";"45-66 år";"Videregående skolenivå";79.0;84.0
"4624 Bjørnafjorden";"45-66 år";"Universitets- og høgskolenivå";87.5;91.0
"4624 Bjørnafjorden";"45-66 år";"Uoppgitt eller ingen fullført utdanning";14.0;36.3
"4624 Bjørnafjorden";"67-79 år";"Utdanningsnivå i alt";86.9;84.4
"4624 Bjørnafjorden";"67-79 år";"Grunnskolenivå";74.1;77.6
"4624 Bjørnafjorden";"67-79 år";"Videregående skolenivå";87.7;85.9
"4624 Bjørnafjorden";"67-79 år";"Universitets- og høgskolenivå";93.7;90.8
"4624 Bjørnafjorden";"67-79 år";"Uoppgitt eller ingen fullført utdanning";38.5;25.0
"4624 Bjørnafjorden";"80 år eller eldre";"Utdanningsnivå i alt";75.2;57.1
"4624 Bjørnafjorden";"80 år eller eldre";"Grunnskolenivå";61.5;50.0
"4624 Bjørnafjorden";"80 år eller eldre";"Videregående skolenivå";79.3;63.6
"4624 Bjørnafjorden";"80 år eller eldre";"Universitets- og høgskolenivå";89.0;60.6
"4624 Bjørnafjorden";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";50.0;..
"4625 Austevoll";"Alder i alt";"Utdanningsnivå i alt";68.5;75.1
"4625 Austevoll";"Alder i alt";"Grunnskolenivå";61.3;62.3
"4625 Austevoll";"Alder i alt";"Videregående skolenivå";72.8;81.2
"4625 Austevoll";"Alder i alt";"Universitets- og høgskolenivå";80.4;84.9
"4625 Austevoll";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";13.9;27.8
"4625 Austevoll";"18-19 år";"Utdanningsnivå i alt";52.5;58.6
"4625 Austevoll";"18-19 år";"Grunnskolenivå";53.9;59.4
"4625 Austevoll";"18-19 år";"Videregående skolenivå";.;.
"4625 Austevoll";"18-19 år";"Universitets- og høgskolenivå";.;.
"4625 Austevoll";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;..
"4625 Austevoll";"20-24 år";"Utdanningsnivå i alt";54.4;54.3
"4625 Austevoll";"20-24 år";"Grunnskolenivå";62.8;37.2
"4625 Austevoll";"20-24 år";"Videregående skolenivå";50.5;63.5
"4625 Austevoll";"20-24 år";"Universitets- og høgskolenivå";:;:
